Sat Apr 11 15:17:31 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 550.54.14              Driver Version: 550.54.14      CUDA Version: 12.4     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA L4                      Off |   00000000:41:00.0 Off |                    0 |
| N/A   33C    P8             15W /   72W |       0MiB /  23034MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
|   1  NVIDIA L4                      Off |   00000000:81:00.0 Off |                    0 |
| N/A   34C    P8             15W /   72W |       0MiB /  23034MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI        PID   Type   Process name                              GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
Evaluation return: -14.62, best: -inf
Evaluation return: 280.59, best: 310.11
Evaluation return: 281.46, best: 310.11
Evaluation return: 281.41, best: 310.11
Evaluation return: 289.97, best: 310.11
Evaluation return: 293.01, best: 310.11
Evaluation return: 292.34, best: 310.11
Evaluation return: 290.27, best: 310.11
Evaluation return: 293.96, best: 310.11
Evaluation return: 292.16, best: 310.11
Evaluation return: 288.96, best: 310.11
Evaluation return: 288.82, best: 310.11
Evaluation return: 283.45, best: 310.11
Evaluation return: 279.35, best: 310.11
Evaluation return: 279.26, best: 310.11
Evaluation return: 271.56, best: 310.11
Evaluation return: 269.34, best: 310.11
Evaluation return: 274.69, best: 310.11
Evaluation return: 266.54, best: 310.11
Evaluation return: 270.07, best: 310.11
Evaluation return: 273.37, best: 310.11
Evaluation return: 269.77, best: 310.11
Evaluation return: 273.78, best: 310.11
Evaluation return: 271.85, best: 310.11
Evaluation return: 270.95, best: 310.11
Evaluation return: 271.64, best: 310.11
Evaluation return: 275.42, best: 310.11
Evaluation return: 272.69, best: 310.11
Evaluation return: 280.96, best: 310.11
Evaluation return: 278.83, best: 310.11
Evaluation return: 278.68, best: 310.11
Evaluation return: 283.84, best: 310.11
Evaluation return: 287.57, best: 310.11
Evaluation return: 293.43, best: 310.11
Evaluation return: 290.72, best: 310.11
Evaluation return: 297.41, best: 310.11
Evaluation return: 290.32, best: 310.11
Evaluation return: 286.97, best: 310.11
Evaluation return: 286.74, best: 310.11
Evaluation return: 286.60, best: 310.11
Evaluation return: 275.19, best: 310.11
Evaluation return: 269.67, best: 310.11
Evaluation return: 269.64, best: 310.11
Evaluation return: 272.98, best: 310.11
Evaluation return: 276.45, best: 310.11
Evaluation return: 275.86, best: 310.11
Evaluation return: 283.32, best: 310.11
Evaluation return: 290.80, best: 310.11
Evaluation return: 290.94, best: 310.11
Evaluation return: 288.63, best: 310.11
Evaluation return: 297.17, best: 310.11
Evaluation return: 297.28, best: 310.11
Evaluation return: 289.08, best: 310.11
Evaluation return: 289.05, best: 310.11
Evaluation return: 283.29, best: 310.11
Evaluation return: 282.48, best: 310.11
Evaluation return: 282.22, best: 310.11
Evaluation return: 272.62, best: 310.11
Evaluation return: 270.58, best: 310.11
Evaluation return: 269.53, best: 310.11
Evaluation return: 262.08, best: 310.11
Evaluation return: 269.56, best: 310.11
Evaluation return: 275.12, best: 310.11
Evaluation return: 270.06, best: 310.11
Evaluation return: 275.87, best: 310.11
Evaluation return: 271.65, best: 310.11
Evaluation return: 271.79, best: 310.11
Evaluation return: 271.33, best: 310.11
Evaluation return: 271.56, best: 310.11
Evaluation return: 275.91, best: 310.11
Evaluation return: 276.46, best: 310.11
Evaluation return: 272.09, best: 310.11
Evaluation return: 271.88, best: 310.11
Evaluation return: 277.05, best: 310.11
Evaluation return: 277.16, best: 310.11
Evaluation return: 278.17, best: 310.11
Evaluation return: 276.59, best: 310.11
Evaluation return: 283.15, best: 310.11
Evaluation return: 284.95, best: 310.11
Evaluation return: 278.63, best: 310.11
Evaluation return: 285.20, best: 310.11
Evaluation return: 282.03, best: 310.11
Evaluation return: 281.92, best: 310.11
Evaluation return: 279.57, best: 310.11
Evaluation return: 276.20, best: 310.11
Evaluation return: 281.46, best: 310.11
Evaluation return: 277.69, best: 310.11
Evaluation return: 275.22, best: 310.11
Evaluation return: 272.41, best: 310.11
Evaluation return: 275.42, best: 310.11
Evaluation return: 272.64, best: 310.11
Evaluation return: 280.29, best: 310.11
Evaluation return: 283.15, best: 310.11
Evaluation return: 283.54, best: 310.11
Evaluation return: 280.64, best: 310.11
Evaluation return: 282.48, best: 310.11
Evaluation return: 282.94, best: 310.11
Evaluation return: 288.86, best: 310.11
Evaluation return: 288.83, best: 310.11
Evaluation return: 290.35, best: 310.11
Evaluation return: 291.69, best: 310.11
Evaluation return: 289.37, best: 310.11
Evaluation return: 286.02, best: 310.11
Evaluation return: 286.94, best: 310.11
Evaluation return: 291.90, best: 310.11
Evaluation return: 290.20, best: 310.11
Evaluation return: 293.35, best: 310.11
Evaluation return: 293.41, best: 310.11
Evaluation return: 293.73, best: 310.11
Evaluation return: 290.78, best: 310.11
Evaluation return: 288.68, best: 310.11
Evaluation return: 285.29, best: 310.11
Evaluation return: 286.14, best: 310.11
Evaluation return: 279.23, best: 310.11
Evaluation return: 280.49, best: 310.11
Evaluation return: 279.51, best: 310.11
Evaluation return: 275.14, best: 310.11
Evaluation return: 268.92, best: 310.11
Evaluation return: 265.02, best: 310.11
Evaluation return: 261.67, best: 310.11
Evaluation return: 264.85, best: 310.11
Evaluation return: 266.14, best: 310.11
Evaluation return: 268.83, best: 310.11
Evaluation return: 273.87, best: 310.11
Evaluation return: 270.81, best: 310.11
Evaluation return: 272.31, best: 310.11
Evaluation return: 277.46, best: 310.11
Evaluation return: 280.74, best: 310.11
Evaluation return: 287.27, best: 310.11
Evaluation return: 296.59, best: 310.11
Evaluation return: 295.87, best: 310.11
Evaluation return: 298.96, best: 310.11
Evaluation return: 297.76, best: 310.11
Evaluation return: 298.06, best: 310.11
Evaluation return: 296.74, best: 310.11
Evaluation return: 297.95, best: 310.11
Evaluation return: 292.87, best: 310.11
Evaluation return: 292.73, best: 310.11
Evaluation return: 285.71, best: 310.11
Evaluation return: 284.23, best: 310.11
Evaluation return: 288.46, best: 310.11
Evaluation return: 289.88, best: 310.11
Evaluation return: 289.13, best: 310.11
Evaluation return: 291.67, best: 310.11
Evaluation return: 293.01, best: 310.11
Evaluation return: 288.99, best: 310.11
Evaluation return: 292.00, best: 310.11
Evaluation return: 291.52, best: 310.11
Evaluation return: 296.42, best: 310.11
Evaluation return: 296.65, best: 310.11
Evaluation return: 296.68, best: 310.11
Evaluation return: 295.53, best: 310.11
Evaluation return: 288.60, best: 310.11
Evaluation return: 288.52, best: 310.11
Evaluation return: 291.54, best: 310.11
Evaluation return: 294.01, best: 310.11
Evaluation return: 297.05, best: 310.11
Evaluation return: 297.06, best: 310.11
Evaluation return: 297.91, best: 310.11
Evaluation return: 299.05, best: 310.11
Evaluation return: 289.41, best: 310.11
Evaluation return: 281.18, best: 310.11
Evaluation return: 283.94, best: 310.11
Evaluation return: 283.84, best: 310.11
Evaluation return: 281.29, best: 310.11
Evaluation return: 282.88, best: 310.11
Evaluation return: 282.81, best: 310.11
Evaluation return: 274.38, best: 310.11
Evaluation return: 271.18, best: 310.11
Evaluation return: 271.24, best: 310.11
Evaluation return: 279.17, best: 310.11
Evaluation return: 281.09, best: 310.11
Evaluation return: 283.04, best: 310.11
Evaluation return: 278.63, best: 310.11
Evaluation return: 276.32, best: 310.11
Evaluation return: 273.60, best: 310.11
Evaluation return: 265.39, best: 310.11
Evaluation return: 277.46, best: 310.11
Evaluation return: 279.37, best: 310.11
Evaluation return: 278.40, best: 310.11
Evaluation return: 279.99, best: 310.11
Evaluation return: 282.47, best: 310.11
Evaluation return: 283.84, best: 310.11
Evaluation return: 288.28, best: 310.11
Evaluation return: 292.99, best: 310.11
Evaluation return: 294.30, best: 310.11
Evaluation return: 299.99, best: 310.11
Evaluation return: 298.16, best: 310.11
Evaluation return: 300.58, best: 310.11
Evaluation return: 301.75, best: 310.11
Evaluation return: 301.97, best: 310.11
Evaluation return: 304.61, best: 310.11
Evaluation return: 304.82, best: 310.11
Evaluation return: 304.97, best: 310.11
Evaluation return: 305.27, best: 310.11
Evaluation return: 306.64, best: 310.11
Evaluation return: 306.67, best: 310.11
Evaluation return: 308.35, best: 310.11
Evaluation return: 304.54, best: 310.11
Evaluation return: 300.50, best: 310.11
Evaluation return: 300.55, best: 310.11
Evaluation return: 298.73, best: 310.11
Evaluation return: 301.20, best: 310.11
Evaluation return: 295.50, best: 310.11
Evaluation return: 295.44, best: 310.11
Evaluation return: 286.03, best: 310.11
Evaluation return: 284.85, best: 310.11
Evaluation return: 281.44, best: 310.11
Evaluation return: 285.45, best: 310.11
Evaluation return: 289.29, best: 310.11
Evaluation return: 287.53, best: 310.11
Evaluation return: 289.03, best: 310.11
Evaluation return: 285.96, best: 310.11
Evaluation return: 291.45, best: 310.11
Evaluation return: 289.05, best: 310.11
Evaluation return: 295.15, best: 310.11
Evaluation return: 296.15, best: 310.11
Evaluation return: 296.73, best: 310.11
Evaluation return: 292.61, best: 310.11
Evaluation return: 292.75, best: 310.11
Evaluation return: 291.06, best: 310.11
Evaluation return: 287.20, best: 310.11
Evaluation return: 285.37, best: 310.11
Evaluation return: 285.45, best: 310.11
Evaluation return: 277.35, best: 310.11
Evaluation return: 271.25, best: 310.11
Evaluation return: 270.26, best: 310.11
Evaluation return: 267.04, best: 310.11
Evaluation return: 268.15, best: 310.11
Evaluation return: 268.09, best: 310.11
Evaluation return: 260.90, best: 310.11
Evaluation return: 261.14, best: 310.11
Evaluation return: 259.54, best: 310.11
Evaluation return: 254.50, best: 310.11
Evaluation return: 264.96, best: 310.11
Evaluation return: 273.09, best: 310.11
Evaluation return: 276.81, best: 310.11
Evaluation return: 282.84, best: 310.11
Evaluation return: 280.00, best: 310.11
Evaluation return: 280.20, best: 310.11
Evaluation return: 287.60, best: 310.11
Evaluation return: 293.90, best: 310.11
Evaluation return: 300.42, best: 310.11
Evaluation return: 302.97, best: 310.11
Evaluation return: 302.97, best: 310.11
Evaluation return: 298.03, best: 310.11
Evaluation return: 297.01, best: 310.11
Evaluation return: 297.03, best: 310.11
Evaluation return: 298.06, best: 310.11
Evaluation return: 290.73, best: 310.11
Evaluation return: 293.92, best: 310.11
Evaluation return: 293.89, best: 310.11
Evaluation return: 293.93, best: 310.11
Evaluation return: 293.13, best: 310.11
Evaluation return: 293.10, best: 310.11
Evaluation return: 293.41, best: 310.11
Evaluation return: 292.96, best: 310.11
Evaluation return: 289.49, best: 310.11
Evaluation return: 292.55, best: 310.11
Evaluation return: 299.58, best: 310.11
Evaluation return: 296.33, best: 310.11
Evaluation return: 296.40, best: 310.11
Evaluation return: 296.38, best: 310.11
Evaluation return: 295.38, best: 310.11
Evaluation return: 292.23, best: 310.11
Evaluation return: 294.54, best: 310.11
Evaluation return: 284.27, best: 310.11
Evaluation return: 283.07, best: 310.11
Evaluation return: 281.78, best: 310.11
Evaluation return: 277.41, best: 310.11
Evaluation return: 275.28, best: 310.11
Evaluation return: 275.12, best: 310.11
Evaluation return: 275.01, best: 310.11
Evaluation return: 273.75, best: 310.11
Evaluation return: 269.70, best: 310.11
Evaluation return: 269.63, best: 310.11
Evaluation return: 275.32, best: 310.11
Evaluation return: 278.92, best: 310.11
Evaluation return: 281.84, best: 310.11
Evaluation return: 286.16, best: 310.11
Evaluation return: 287.66, best: 310.11
Evaluation return: 283.74, best: 310.11
Evaluation return: 280.76, best: 310.11
Evaluation return: 283.50, best: 310.11
Evaluation return: 290.61, best: 310.11
Evaluation return: 292.24, best: 310.11
Evaluation return: 294.84, best: 310.11
Evaluation return: 292.86, best: 310.11
Evaluation return: 289.85, best: 310.11
Evaluation return: 289.99, best: 310.11
Evaluation return: 290.01, best: 310.11
Evaluation return: 291.63, best: 310.11
Evaluation return: 288.65, best: 310.11
Evaluation return: 291.46, best: 310.11
Evaluation return: 281.77, best: 310.11
Evaluation return: 280.08, best: 310.11
Evaluation return: 279.85, best: 310.11
Evaluation return: 279.57, best: 310.11
Evaluation return: 277.46, best: 310.11
Evaluation return: 274.51, best: 310.11
Evaluation return: 278.46, best: 310.11
Evaluation return: 279.94, best: 310.11
Evaluation return: 286.19, best: 310.11
Evaluation return: 283.59, best: 310.11
Evaluation return: 292.14, best: 310.11
Evaluation return: 295.94, best: 310.11
Evaluation return: 296.97, best: 310.11
Evaluation return: 299.08, best: 310.11
Evaluation return: 300.33, best: 310.11
Evaluation return: 300.00, best: 310.11
Evaluation return: 296.12, best: 310.11
Evaluation return: 294.15, best: 310.11
Evaluation return: 286.87, best: 310.11
Evaluation return: 283.94, best: 310.11
Evaluation return: 283.74, best: 310.11
Evaluation return: 278.98, best: 310.11
Evaluation return: 279.11, best: 310.11
Evaluation return: 278.90, best: 310.11
Evaluation return: 276.09, best: 310.11
Evaluation return: 276.83, best: 310.11
Evaluation return: 280.50, best: 310.11
Evaluation return: 283.45, best: 310.11
Evaluation return: 286.46, best: 310.11
Evaluation return: 285.53, best: 310.11
Evaluation return: 285.38, best: 310.11
Evaluation return: 290.04, best: 310.11
Evaluation return: 286.81, best: 310.11
Evaluation return: 287.18, best: 310.11
Evaluation return: 281.13, best: 310.11
Evaluation return: 280.76, best: 310.11
Evaluation return: 277.72, best: 310.11
Evaluation return: 277.72, best: 310.11
Evaluation return: 277.11, best: 310.11
Evaluation return: 278.85, best: 310.11
Evaluation return: 278.42, best: 310.11
Evaluation return: 274.50, best: 310.11
Evaluation return: 268.30, best: 310.11
Evaluation return: 268.11, best: 310.11
Evaluation return: 276.05, best: 310.11
Evaluation return: 268.84, best: 310.11
Evaluation return: 264.71, best: 310.11
Evaluation return: 257.19, best: 310.11
Evaluation return: 253.03, best: 310.11
Evaluation return: 253.43, best: 310.11
Evaluation return: 253.89, best: 310.11
Evaluation return: 255.55, best: 310.11
Evaluation return: 257.97, best: 310.11
Evaluation return: 254.44, best: 310.11
Evaluation return: 255.73, best: 310.11
Evaluation return: 264.04, best: 310.11
Evaluation return: 266.90, best: 310.11
Evaluation return: 268.70, best: 310.11
Evaluation return: 268.93, best: 310.11
Evaluation return: 273.35, best: 310.11
Evaluation return: 274.94, best: 310.11
Evaluation return: 274.47, best: 310.11
Evaluation return: 281.48, best: 310.11
Evaluation return: 281.29, best: 310.11
Evaluation return: 278.04, best: 310.11
Evaluation return: 277.68, best: 310.11
Evaluation return: 276.18, best: 310.11
Evaluation return: 274.52, best: 310.11
Evaluation return: 278.84, best: 310.11
Evaluation return: 273.06, best: 310.11
Evaluation return: 272.94, best: 310.11
Evaluation return: 270.39, best: 310.11
Evaluation return: 265.17, best: 310.11
Evaluation return: 262.95, best: 310.11
Evaluation return: 266.00, best: 310.11
Evaluation return: 264.82, best: 310.11
Evaluation return: 268.30, best: 310.11
Evaluation return: 274.11, best: 310.11
Evaluation return: 272.83, best: 310.11
Evaluation return: 278.55, best: 310.11
Evaluation return: 278.73, best: 310.11
Evaluation return: 278.86, best: 310.11
Evaluation return: 286.60, best: 310.11
Evaluation return: 290.87, best: 310.11
Evaluation return: 292.20, best: 310.11
Evaluation return: 293.87, best: 310.11
Evaluation return: 290.55, best: 310.11
Evaluation return: 284.50, best: 310.11
Evaluation return: 287.20, best: 310.11
Evaluation return: 282.75, best: 310.11
Evaluation return: 279.27, best: 310.11
Evaluation return: 282.74, best: 310.11
Evaluation return: 269.53, best: 310.11
Evaluation return: 266.98, best: 310.11
Evaluation return: 269.17, best: 310.11
Evaluation return: 268.51, best: 310.11
Evaluation return: 270.65, best: 310.11
Evaluation return: 272.92, best: 310.11
Evaluation return: 272.18, best: 310.11
Evaluation return: 273.13, best: 310.11
Evaluation return: 269.07, best: 310.11
Evaluation return: 269.33, best: 310.11
Evaluation return: 282.31, best: 310.11
Evaluation return: 284.25, best: 310.11
Evaluation return: 278.46, best: 310.11
Evaluation return: 277.46, best: 310.11
Evaluation return: 265.43, best: 310.11
Evaluation return: 267.62, best: 310.11
Evaluation return: 271.44, best: 310.11
Evaluation return: 259.05, best: 310.11
Evaluation return: 261.64, best: 310.11
Evaluation return: 261.93, best: 310.11
Evaluation return: 262.20, best: 310.11
Evaluation return: 260.96, best: 310.11
Evaluation return: 260.29, best: 310.11
Evaluation return: 263.80, best: 310.11
Evaluation return: 279.56, best: 310.11
Evaluation return: 282.67, best: 310.11
Evaluation return: 279.88, best: 310.11
Evaluation return: 293.22, best: 310.11
Evaluation return: 283.64, best: 310.11
Evaluation return: 278.49, best: 310.11
Evaluation return: 274.62, best: 310.11
Evaluation return: 273.68, best: 310.11
Evaluation return: 276.80, best: 310.11
Evaluation return: 274.85, best: 310.11
Evaluation return: 271.59, best: 310.11
Evaluation return: 269.80, best: 310.11
Evaluation return: 270.19, best: 310.11
Evaluation return: 269.57, best: 310.11
Evaluation return: 276.90, best: 310.11
Evaluation return: 283.16, best: 310.11
Evaluation return: 281.90, best: 310.11
Evaluation return: 282.41, best: 310.11
Evaluation return: 282.89, best: 310.11
Evaluation return: 282.44, best: 310.11
Evaluation return: 279.18, best: 310.11
Evaluation return: 269.28, best: 310.11
Evaluation return: 265.02, best: 310.11
Evaluation return: 265.59, best: 310.11
Evaluation return: 268.51, best: 310.11
Evaluation return: 258.28, best: 310.11
Evaluation return: 257.46, best: 310.11
Evaluation return: 257.09, best: 310.11
Evaluation return: 255.47, best: 310.11
Evaluation return: 252.93, best: 310.11
Evaluation return: 253.89, best: 310.11
Evaluation return: 265.48, best: 310.11
Evaluation return: 269.23, best: 310.11
Evaluation return: 256.98, best: 310.11
Evaluation return: 254.30, best: 310.11
Evaluation return: 257.89, best: 310.11
Evaluation return: 260.69, best: 310.11
Evaluation return: 258.85, best: 310.11
Evaluation return: 259.57, best: 310.11
Evaluation return: 262.06, best: 310.11
Evaluation return: 261.76, best: 310.11
Evaluation return: 260.68, best: 310.11
Evaluation return: 263.56, best: 310.11
Evaluation return: 270.92, best: 310.11
Evaluation return: 277.74, best: 310.11
Evaluation return: 279.29, best: 310.11
Evaluation return: 276.64, best: 310.11
Evaluation return: 282.06, best: 310.11
Evaluation return: 276.40, best: 310.11
Evaluation return: 274.30, best: 310.11
Evaluation return: 279.99, best: 310.11
Evaluation return: 279.90, best: 310.11
Evaluation return: 278.11, best: 310.11
Evaluation return: 276.82, best: 310.11
Evaluation return: 274.61, best: 310.11
Evaluation return: 279.67, best: 310.11
Evaluation return: 282.03, best: 310.11
Evaluation return: 282.01, best: 310.11
Evaluation return: 285.44, best: 310.11
Evaluation return: 289.71, best: 310.11
Evaluation return: 285.53, best: 310.11
Evaluation return: 284.76, best: 310.11
Evaluation return: 282.75, best: 310.11
Evaluation return: 288.57, best: 310.11
Evaluation return: 288.91, best: 310.11
Evaluation return: 285.42, best: 310.11
Evaluation return: 282.18, best: 310.11
Evaluation return: 272.71, best: 310.11
Evaluation return: 274.14, best: 310.11
Evaluation return: 272.98, best: 310.11
Evaluation return: 274.48, best: 310.11
Evaluation return: 272.71, best: 310.11
Evaluation return: 274.02, best: 310.11
Evaluation return: 273.93, best: 310.11
Evaluation return: 271.94, best: 310.11
Evaluation return: 274.40, best: 310.11
Evaluation return: 274.91, best: 310.11
Evaluation return: 280.83, best: 310.11
Evaluation return: 277.90, best: 310.11
Evaluation return: 269.08, best: 310.11
Evaluation return: 270.14, best: 310.11
Evaluation return: 271.42, best: 310.11
Evaluation return: 267.74, best: 310.11
Evaluation return: 269.73, best: 310.11
Evaluation return: 267.47, best: 310.11
Evaluation return: 268.61, best: 310.11
Evaluation return: 272.09, best: 310.11
Evaluation return: 273.94, best: 310.11
Evaluation return: 274.34, best: 310.11
Evaluation return: 280.96, best: 310.11
Evaluation return: 278.56, best: 310.11
Evaluation return: 274.58, best: 310.11
Evaluation return: 269.80, best: 310.11
Evaluation return: 269.53, best: 310.11
Evaluation return: 264.06, best: 310.11
Evaluation return: 259.21, best: 310.11
Evaluation return: 256.30, best: 310.11
Evaluation return: 252.86, best: 310.11
Evaluation return: 260.07, best: 310.11
Evaluation return: 261.13, best: 310.11
Evaluation return: 265.20, best: 310.11
Evaluation return: 268.94, best: 310.11
Evaluation return: 279.78, best: 310.11
Evaluation return: 279.07, best: 310.11
Evaluation return: 285.76, best: 310.11
Evaluation return: 288.46, best: 310.11
Evaluation return: 290.81, best: 310.11
Evaluation return: 295.75, best: 310.11
Evaluation return: 290.26, best: 310.11
Evaluation return: 290.69, best: 310.11
Evaluation return: 290.83, best: 310.11
Evaluation return: 290.01, best: 310.11
Evaluation return: 287.47, best: 310.11
Evaluation return: 285.08, best: 310.11
Evaluation return: 285.02, best: 310.11
Evaluation return: 284.78, best: 310.11
Evaluation return: 288.01, best: 310.11
Evaluation return: 279.35, best: 310.11
Evaluation return: 282.32, best: 310.11
Evaluation return: 284.34, best: 310.11
Evaluation return: 279.01, best: 310.11
Evaluation return: 282.55, best: 310.11
Evaluation return: 283.77, best: 310.11
Evaluation return: 276.71, best: 310.11
Evaluation return: 275.07, best: 310.11
Evaluation return: 270.61, best: 310.11
Evaluation return: 263.94, best: 310.11
Evaluation return: 265.86, best: 310.11
Evaluation return: 262.97, best: 310.11
Evaluation return: 261.37, best: 310.11
Evaluation return: 262.66, best: 310.11
Evaluation return: 259.96, best: 310.11
Evaluation return: 258.98, best: 310.11
Evaluation return: 270.37, best: 310.11
Evaluation return: 272.11, best: 310.11
Evaluation return: 275.04, best: 310.11
Evaluation return: 272.29, best: 310.11
Evaluation return: 273.12, best: 310.11
Evaluation return: 271.76, best: 310.11
Evaluation return: 267.59, best: 310.11
Evaluation return: 265.88, best: 310.11
Evaluation return: 268.67, best: 310.11
Evaluation return: 261.99, best: 310.11
Evaluation return: 255.26, best: 310.11
Evaluation return: 250.52, best: 310.11
Evaluation return: 252.59, best: 310.11
Evaluation return: 260.21, best: 310.11
Evaluation return: 268.46, best: 310.11
Evaluation return: 269.75, best: 310.11
Evaluation return: 275.54, best: 310.11
Evaluation return: 281.19, best: 310.11
Evaluation return: 277.65, best: 310.11
Evaluation return: 283.28, best: 310.11
Evaluation return: 290.24, best: 310.11
Evaluation return: 285.77, best: 310.11
Evaluation return: 287.61, best: 310.11
Evaluation return: 283.82, best: 310.11
Evaluation return: 283.69, best: 310.11
Evaluation return: 287.22, best: 310.11
Evaluation return: 285.62, best: 310.11
Evaluation return: 281.01, best: 310.11
Evaluation return: 277.78, best: 310.11
Evaluation return: 281.14, best: 310.11
Evaluation return: 276.83, best: 310.11
Evaluation return: 288.65, best: 310.11
Evaluation return: 280.33, best: 310.11
Evaluation return: 282.27, best: 310.11
Evaluation return: 277.95, best: 310.11
Evaluation return: 275.25, best: 310.11
Evaluation return: 267.03, best: 310.11
Evaluation return: 264.16, best: 310.11
Evaluation return: 265.34, best: 310.11
Evaluation return: 265.28, best: 310.11
Evaluation return: 259.05, best: 310.11
Evaluation return: 253.57, best: 310.11
Evaluation return: 261.89, best: 310.11
Evaluation return: 263.33, best: 310.11
Evaluation return: 258.03, best: 310.11
Evaluation return: 261.48, best: 310.11
Evaluation return: 270.19, best: 310.11
Evaluation return: 267.33, best: 310.11
Evaluation return: 271.52, best: 310.11
Evaluation return: 271.64, best: 310.11
Evaluation return: 272.93, best: 310.11
Evaluation return: 277.08, best: 310.11
Evaluation return: 273.48, best: 310.11
Evaluation return: 274.35, best: 310.11
Evaluation return: 281.64, best: 310.11
Evaluation return: 277.05, best: 310.11
Evaluation return: 278.09, best: 310.11
Evaluation return: 283.70, best: 310.11
Evaluation return: 279.24, best: 310.11
Evaluation return: 279.18, best: 310.11
Evaluation return: 279.21, best: 310.11
Evaluation return: 269.66, best: 310.11
Evaluation return: 271.79, best: 310.11
Evaluation return: 265.38, best: 310.11
Evaluation return: 261.65, best: 310.11
Evaluation return: 262.83, best: 310.11
Evaluation return: 263.01, best: 310.11
Evaluation return: 265.54, best: 310.11
Evaluation return: 271.44, best: 310.11
Evaluation return: 269.43, best: 310.11
Evaluation return: 275.50, best: 310.11
Evaluation return: 283.66, best: 310.11
Evaluation return: 284.10, best: 310.11
Evaluation return: 288.66, best: 310.11
Evaluation return: 291.82, best: 310.11
Evaluation return: 293.19, best: 310.11
Evaluation return: 289.61, best: 310.11
Evaluation return: 291.82, best: 310.11
Evaluation return: 291.79, best: 310.11
Evaluation return: 290.88, best: 310.11
Evaluation return: 288.08, best: 310.11
Evaluation return: 290.61, best: 310.11
Evaluation return: 291.54, best: 310.11
Evaluation return: 293.49, best: 310.11
Evaluation return: 296.41, best: 310.11
Evaluation return: 299.69, best: 310.11
Evaluation return: 300.39, best: 310.11
Evaluation return: 296.92, best: 310.11
Evaluation return: 291.61, best: 310.11
Evaluation return: 282.20, best: 310.11
Evaluation return: 286.27, best: 310.11
Evaluation return: 288.83, best: 310.11
Evaluation return: 288.73, best: 310.11
Evaluation return: 287.00, best: 310.11
Evaluation return: 284.68, best: 310.11
Evaluation return: 284.65, best: 310.11
Evaluation return: 287.37, best: 310.11
Evaluation return: 290.79, best: 310.11
Evaluation return: 294.43, best: 310.11
Evaluation return: 301.61, best: 310.11
Evaluation return: 300.75, best: 310.11
Evaluation return: 300.80, best: 310.11
Evaluation return: 299.73, best: 310.11
Evaluation return: 301.19, best: 310.11
Evaluation return: 299.98, best: 310.11
Evaluation return: 298.45, best: 310.11
Evaluation return: 296.42, best: 310.11
Evaluation return: 296.45, best: 310.11
Evaluation return: 286.13, best: 310.11
Evaluation return: 282.05, best: 310.11
Evaluation return: 282.82, best: 310.11
Evaluation return: 280.31, best: 310.11
Evaluation return: 279.04, best: 310.11
Evaluation return: 280.48, best: 310.11
Evaluation return: 284.10, best: 310.11
Evaluation return: 276.70, best: 310.11
Evaluation return: 270.92, best: 310.11
Evaluation return: 270.94, best: 310.11
Evaluation return: 280.73, best: 310.11
Evaluation return: 280.37, best: 310.11
Evaluation return: 276.54, best: 310.11
Evaluation return: 276.07, best: 310.11
Evaluation return: 278.71, best: 310.11
Evaluation return: 278.83, best: 310.11
Evaluation return: 273.83, best: 310.11
Evaluation return: 278.47, best: 310.11
Evaluation return: 284.51, best: 310.11
Evaluation return: 282.69, best: 310.11
Evaluation return: 282.48, best: 310.11
Evaluation return: 288.75, best: 310.11
Evaluation return: 291.01, best: 310.11
Evaluation return: 291.84, best: 310.11
Evaluation return: 288.11, best: 310.11
Evaluation return: 287.92, best: 310.11
Evaluation return: 291.31, best: 310.11
Evaluation return: 288.67, best: 310.11
Evaluation return: 284.18, best: 310.11
Evaluation return: 285.99, best: 310.11
Evaluation return: 285.68, best: 310.11
Evaluation return: 283.57, best: 310.11
Evaluation return: 280.67, best: 310.11
Evaluation return: 273.49, best: 310.11
Evaluation return: 271.46, best: 310.11
Evaluation return: 268.78, best: 310.11
Evaluation return: 267.60, best: 310.11
Evaluation return: 271.97, best: 310.11
Evaluation return: 272.55, best: 310.11
Evaluation return: 269.01, best: 310.11
Evaluation return: 271.95, best: 310.11
Evaluation return: 271.60, best: 310.11
Evaluation return: 274.58, best: 310.11
Evaluation return: 282.42, best: 310.11
Evaluation return: 288.13, best: 310.11
Evaluation return: 287.90, best: 310.11
Evaluation return: 288.99, best: 310.11
Evaluation return: 289.93, best: 310.11
Evaluation return: 295.58, best: 310.11
Evaluation return: 298.00, best: 310.11
Evaluation return: 297.74, best: 310.11
Evaluation return: 301.67, best: 310.11
Evaluation return: 302.99, best: 310.11
Evaluation return: 304.39, best: 310.11
Evaluation return: 299.99, best: 310.11
